cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,polintr,trstprl,trstplt,vote,lrscale,gincdif,imbgeco,imueclt,imwbcnt,gndr,agea,eisced,eduyrs,mnactic
DE,ESS1-8e01,1.0,12.12.2018,77724,ESS4e04_5,4,4.5,230151,0.5389,0.502863673322328,2.57855837877136,3,2,5,1,10,1,9,2,2,2,43,3,11,1
DE,ESS1-8e01,1.0,12.12.2018,77725,ESS4e04_5,4,4.5,230201,0.5389,0.574090330056963,2.57855837877136,2,7,5,2,5,2,8,8,5,1,42,3,15,5
DE,ESS1-8e01,1.0,12.12.2018,77726,ESS4e04_5,4,4.5,230207,0.5389,0.529017078697514,2.57855837877136,2,9,7,1,5,1,6,8,9,2,85,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,77727,ESS4e04_5,4,4.5,230210,0.5389,0.509987303628917,2.57855837877136,4,2,1,1,77,1,7,8,5,2,46,6,16,1
DE,ESS1-8e01,1.0,12.12.2018,77728,ESS4e04_5,4,4.5,230216,0.5389,0.574090330056963,2.57855837877136,2,7,7,1,5,2,6,7,7,1,47,3,10,6
DE,ESS1-8e01,1.0,12.12.2018,77729,ESS4e04_5,4,4.5,230228,0.5389,0.647032136829776,2.57855837877136,3,4,3,2,5,2,4,4,4,1,23,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,77730,ESS4e04_5,4,4.5,230249,0.5389,0.931592562233019,2.57855837877136,3,5,4,3,5,2,5,5,6,2,17,2,10,2
DE,ESS1-8e01,1.0,12.12.2018,77731,ESS4e04_5,4,4.5,230302,0.5389,0.502863673322328,2.57855837877136,2,4,3,1,5,1,3,5,5,2,49,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,77732,ESS4e04_5,4,4.5,230308,0.5389,0.788229690739094,2.57855837877136,3,3,2,1,3,1,4,4,4,2,26,3,13,3
DE,ESS1-8e01,1.0,12.12.2018,77733,ESS4e04_5,4,4.5,230326,0.5389,0.529017078697514,2.57855837877136,3,5,5,2,5,2,4,5,4,2,65,3,13,6
DE,ESS1-8e01,1.0,12.12.2018,77734,ESS4e04_5,4,4.5,231102,0.5389,0.644633695365455,2.57855837877136,2,5,1,1,2,2,2,9,5,2,34,7,16,1
DE,ESS1-8e01,1.0,12.12.2018,77735,ESS4e04_5,4,4.5,231108,0.5389,0.392045675495376,2.57855837877136,2,3,0,1,5,2,8,5,3,1,49,6,15,3
DE,ESS1-8e01,1.0,12.12.2018,77736,ESS4e04_5,4,4.5,231111,0.5389,0.647032136829776,2.57855837877136,1,5,5,1,3,2,9,9,8,1,21,4,14,1
DE,ESS1-8e01,1.0,12.12.2018,77737,ESS4e04_5,4,4.5,231114,0.5389,0.647032136829776,2.57855837877136,2,5,4,2,3,2,7,6,5,1,24,3,14,2
DE,ESS1-8e01,1.0,12.12.2018,77738,ESS4e04_5,4,4.5,231117,0.5389,0.529017078697514,2.57855837877136,2,5,5,1,5,4,10,10,10,2,65,3,12,6
DE,ESS1-8e01,1.0,12.12.2018,77739,ESS4e04_5,4,4.5,231132,0.5389,0.502863673322328,2.57855837877136,3,3,5,2,5,2,6,8,7,2,48,3,9,3
DE,ESS1-8e01,1.0,12.12.2018,77740,ESS4e04_5,4,4.5,231203,0.5389,0.407140672116318,2.57855837877136,2,7,6,1,3,2,5,10,7,1,29,7,19,1
DE,ESS1-8e01,1.0,12.12.2018,77741,ESS4e04_5,4,4.5,231215,0.5389,0.538246916877078,2.57855837877136,2,8,3,1,5,1,5,5,4,1,82,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,77742,ESS4e04_5,4,4.5,231221,0.5389,0.574090330056963,2.57855837877136,2,3,2,1,2,2,7,8,4,1,39,5,18,1
DE,ESS1-8e01,1.0,12.12.2018,77743,ESS4e04_5,4,4.5,231227,0.5389,0.347172773634522,2.57855837877136,2,7,6,1,4,2,8,4,4,1,69,5,15,6
DE,ESS1-8e01,1.0,12.12.2018,77744,ESS4e04_5,4,4.5,231230,0.5389,0.347172773634522,2.57855837877136,1,3,3,1,2,2,5,7,5,1,62,5,16,6
DE,ESS1-8e01,1.0,12.12.2018,77745,ESS4e04_5,4,4.5,231242,0.5389,0.529017078697514,2.57855837877136,2,6,2,1,3,2,3,5,3,2,59,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,77746,ESS4e04_5,4,4.5,231313,0.5389,0.647032136829776,2.57855837877136,2,3,3,1,0,5,8,8,5,1,26,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,77747,ESS4e04_5,4,4.5,231319,0.5389,0.647032136829776,2.57855837877136,2,5,4,2,4,4,6,6,5,1,18,4,12,7
DE,ESS1-8e01,1.0,12.12.2018,77748,ESS4e04_5,4,4.5,231340,0.5389,0.538246916877078,2.57855837877136,2,5,0,2,5,2,2,2,2,1,68,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,77749,ESS4e04_5,4,4.5,232109,0.5389,0.538246916877078,2.57855837877136,1,6,2,1,2,2,10,9,9,1,58,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,77750,ESS4e04_5,4,4.5,232118,0.5389,0.392045675495376,2.57855837877136,2,3,3,1,5,1,3,7,6,1,35,5,17,1
DE,ESS1-8e01,1.0,12.12.2018,77751,ESS4e04_5,4,4.5,232121,0.5389,0.347172773634522,2.57855837877136,1,6,3,1,6,2,4,3,4,1,59,7,18,4
DE,ESS1-8e01,1.0,12.12.2018,77752,ESS4e04_5,4,4.5,232124,0.5389,0.538246916877078,2.57855837877136,1,2,0,1,5,3,5,8,5,1,64,3,15,3
DE,ESS1-8e01,1.0,12.12.2018,77753,ESS4e04_5,4,4.5,232127,0.5389,0.647032136829776,2.57855837877136,2,4,4,1,3,2,7,6,6,1,33,5,15,1
DE,ESS1-8e01,1.0,12.12.2018,77754,ESS4e04_5,4,4.5,232133,0.5389,0.529017078697514,2.57855837877136,2,2,2,2,88,2,0,7,5,2,55,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,77755,ESS4e04_5,4,4.5,232201,0.5389,1.32258535650016,2.57855837877136,3,5,3,1,5,2,5,5,5,2,81,2,9,6
DE,ESS1-8e01,1.0,12.12.2018,77756,ESS4e04_5,4,4.5,232204,0.5389,0.529017078697514,2.57855837877136,2,3,3,1,5,1,2,7,5,2,56,3,11,1
DE,ESS1-8e01,1.0,12.12.2018,77757,ESS4e04_5,4,4.5,232210,0.5389,1.32258535650016,2.57855837877136,3,4,2,1,5,2,5,3,3,2,81,2,7,6
DE,ESS1-8e01,1.0,12.12.2018,77758,ESS4e04_5,4,4.5,232216,0.5389,0.529017078697514,2.57855837877136,2,5,3,1,3,2,7,4,5,2,66,3,13,6
DE,ESS1-8e01,1.0,12.12.2018,77759,ESS4e04_5,4,4.5,232231,0.5389,0.502863673322328,2.57855837877136,2,3,2,1,2,1,5,9,2,2,53,3,16,1
DE,ESS1-8e01,1.0,12.12.2018,77760,ESS4e04_5,4,4.5,232240,0.5389,0.502863673322328,2.57855837877136,3,3,3,2,2,1,5,7,5,2,38,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,77761,ESS4e04_5,4,4.5,232302,0.5389,0.392045675495376,2.57855837877136,3,2,0,1,5,3,6,6,5,1,45,6,15,1
DE,ESS1-8e01,1.0,12.12.2018,77762,ESS4e04_5,4,4.5,232305,0.5389,0.407140672116318,2.57855837877136,3,88,3,2,5,5,5,7,5,1,25,5,17,1
DE,ESS1-8e01,1.0,12.12.2018,77763,ESS4e04_5,4,4.5,232308,0.5389,0.538246916877078,2.57855837877136,2,4,0,1,5,1,0,0,2,1,70,3,13,5
DE,ESS1-8e01,1.0,12.12.2018,77764,ESS4e04_5,4,4.5,232314,0.5389,0.529017078697514,2.57855837877136,3,4,1,1,5,7,88,6,5,2,55,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,77765,ESS4e04_5,4,4.5,232317,0.5389,0.788229690739094,2.57855837877136,3,5,3,1,4,2,5,6,5,2,33,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,77766,ESS4e04_5,4,4.5,232320,0.5389,0.509987303628917,2.57855837877136,2,2,0,1,4,2,2,88,3,2,50,6,13,1
DE,ESS1-8e01,1.0,12.12.2018,77767,ESS4e04_5,4,4.5,232326,0.5389,0.502863673322328,2.57855837877136,2,3,2,1,0,1,3,7,5,2,53,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,77768,ESS4e04_5,4,4.5,232332,0.5389,0.347172773634522,2.57855837877136,2,5,2,1,3,1,2,7,2,1,72,7,18,6
DE,ESS1-8e01,1.0,12.12.2018,77769,ESS4e04_5,4,4.5,233101,0.5389,0.822998921740627,2.57855837877136,3,6,3,3,5,3,7,8,8,1,18,2,11,2
DE,ESS1-8e01,1.0,12.12.2018,77770,ESS4e04_5,4,4.5,233107,0.5389,0.347172773634522,2.57855837877136,1,4,4,1,5,1,7,5,5,1,71,5,22,6
DE,ESS1-8e01,1.0,12.12.2018,77771,ESS4e04_5,4,4.5,233110,0.5389,0.347172773634522,2.57855837877136,1,8,7,1,6,4,5,9,5,1,60,5,17,6
DE,ESS1-8e01,1.0,12.12.2018,77772,ESS4e04_5,4,4.5,233128,0.5389,0.529017078697514,2.57855837877136,2,6,5,2,4,1,9,10,6,2,65,3,13,8
DE,ESS1-8e01,1.0,12.12.2018,77773,ESS4e04_5,4,4.5,233208,0.5389,0.529017078697514,2.57855837877136,3,88,0,2,88,1,4,2,2,2,56,3,14,3
DE,ESS1-8e01,1.0,12.12.2018,77774,ESS4e04_5,4,4.5,233303,0.5389,0.392045675495376,2.57855837877136,1,4,4,1,2,4,5,9,5,1,45,7,18,1
DE,ESS1-8e01,1.0,12.12.2018,77775,ESS4e04_5,4,4.5,233312,0.5389,0.529017078697514,2.57855837877136,3,5,4,2,88,2,3,5,1,2,79,3,9,6
DE,ESS1-8e01,1.0,12.12.2018,77776,ESS4e04_5,4,4.5,233321,0.5389,0.392045675495376,2.57855837877136,2,7,5,1,3,2,5,7,5,1,44,6,16,1
DE,ESS1-8e01,1.0,12.12.2018,77777,ESS4e04_5,4,4.5,234108,0.5389,0.647032136829776,2.57855837877136,2,7,4,1,3,2,4,7,5,1,24,5,16,1
DE,ESS1-8e01,1.0,12.12.2018,77778,ESS4e04_5,4,4.5,234111,0.5389,0.392045675495376,2.57855837877136,2,5,3,1,7,2,5,7,5,1,39,6,16,1
DE,ESS1-8e01,1.0,12.12.2018,77779,ESS4e04_5,4,4.5,234120,0.5389,0.574090330056963,2.57855837877136,2,4,3,1,2,2,6,6,6,1,43,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,77780,ESS4e04_5,4,4.5,234132,0.5389,0.529017078697514,2.57855837877136,1,88,3,1,5,2,4,7,3,2,70,3,12,6
DE,ESS1-8e01,1.0,12.12.2018,77781,ESS4e04_5,4,4.5,234141,0.5389,0.529017078697514,2.57855837877136,2,2,5,1,3,2,5,6,5,2,78,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,77782,ESS4e04_5,4,4.5,234212,0.5389,0.392045675495376,2.57855837877136,2,4,2,1,3,2,6,4,4,1,50,7,17,1
DE,ESS1-8e01,1.0,12.12.2018,77783,ESS4e04_5,4,4.5,234215,0.5389,0.392045675495376,2.57855837877136,1,8,5,1,6,5,9,9,8,1,43,5,14,1
DE,ESS1-8e01,1.0,12.12.2018,77784,ESS4e04_5,4,4.5,234224,0.5389,0.347172773634522,2.57855837877136,1,0,0,1,0,1,5,5,3,1,72,5,14,6
DE,ESS1-8e01,1.0,12.12.2018,77785,ESS4e04_5,4,4.5,234307,0.5389,0.347172773634522,2.57855837877136,2,8,5,1,3,1,5,7,5,1,57,5,14,1
DE,ESS1-8e01,1.0,12.12.2018,77786,ESS4e04_5,4,4.5,234313,0.5389,0.788229690739094,2.57855837877136,2,8,6,1,2,2,8,8,7,2,22,4,17,2
DE,ESS1-8e01,1.0,12.12.2018,77787,ESS4e04_5,4,4.5,234331,0.5389,0.509987303628917,2.57855837877136,2,7,5,1,5,5,8,9,9,2,39,7,20,1
DE,ESS1-8e01,1.0,12.12.2018,77788,ESS4e04_5,4,4.5,235101,0.5389,0.644633695365455,2.57855837877136,2,3,3,1,1,2,3,8,6,2,27,5,17,8
DE,ESS1-8e01,1.0,12.12.2018,77789,ESS4e04_5,4,4.5,235110,0.5389,0.575393541651484,2.57855837877136,2,3,2,2,1,4,5,7,2,2,60,7,18,4
DE,ESS1-8e01,1.0,12.12.2018,77790,ESS4e04_5,4,4.5,235128,0.5389,0.392045675495376,2.57855837877136,2,7,6,1,4,2,8,9,6,1,42,6,17,1
DE,ESS1-8e01,1.0,12.12.2018,77791,ESS4e04_5,4,4.5,235205,0.5389,0.529017078697514,2.57855837877136,2,4,5,1,4,4,5,8,88,2,64,5,14,6
DE,ESS1-8e01,1.0,12.12.2018,77792,ESS4e04_5,4,4.5,235214,0.5389,0.644633695365455,2.57855837877136,3,6,2,1,4,2,7,9,6,2,31,6,15,1
DE,ESS1-8e01,1.0,12.12.2018,77793,ESS4e04_5,4,4.5,235217,0.5389,0.529017078697514,2.57855837877136,2,5,5,1,3,2,6,6,5,2,67,3,12,6
DE,ESS1-8e01,1.0,12.12.2018,77794,ESS4e04_5,4,4.5,235223,0.5389,0.407140672116318,2.57855837877136,2,8,6,1,5,2,7,4,4,1,28,7,19,1
DE,ESS1-8e01,1.0,12.12.2018,77795,ESS4e04_5,4,4.5,235229,0.5389,0.502863673322328,2.57855837877136,3,3,3,1,5,2,8,8,5,2,37,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,77796,ESS4e04_5,4,4.5,235306,0.5389,0.347172773634522,2.57855837877136,2,3,2,1,4,1,6,7,8,1,74,6,13,6
DE,ESS1-8e01,1.0,12.12.2018,77797,ESS4e04_5,4,4.5,235309,0.5389,0.575393541651484,2.57855837877136,2,5,3,1,5,2,5,7,5,2,61,7,16,1
DE,ESS1-8e01,1.0,12.12.2018,77798,ESS4e04_5,4,4.5,235321,0.5389,0.392045675495376,2.57855837877136,1,7,5,1,3,2,8,8,7,1,52,7,17,1
DE,ESS1-8e01,1.0,12.12.2018,77799,ESS4e04_5,4,4.5,235327,0.5389,0.407140672116318,2.57855837877136,2,9,6,3,5,4,8,3,88,1,21,5,15,2
DE,ESS1-8e01,1.0,12.12.2018,77800,ESS4e04_5,4,4.5,236103,0.5389,0.647032136829776,2.57855837877136,1,2,2,1,5,1,0,8,4,1,28,3,11,1
DE,ESS1-8e01,1.0,12.12.2018,77801,ESS4e04_5,4,4.5,236106,0.5389,0.647032136829776,2.57855837877136,3,0,0,1,5,1,4,5,5,1,34,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,77802,ESS4e04_5,4,4.5,236109,0.5389,0.529017078697514,2.57855837877136,2,5,5,1,5,1,5,5,5,2,81,3,13,6
DE,ESS1-8e01,1.0,12.12.2018,77803,ESS4e04_5,4,4.5,236118,0.5389,0.647032136829776,2.57855837877136,3,4,4,1,5,2,6,3,4,1,28,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,77804,ESS4e04_5,4,4.5,236133,0.5389,0.538246916877078,2.57855837877136,2,5,3,1,5,1,0,5,5,1,67,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,77805,ESS4e04_5,4,4.5,236136,0.5389,0.392045675495376,2.57855837877136,2,7,6,1,6,3,8,8,8,1,41,5,17,1
DE,ESS1-8e01,1.0,12.12.2018,77806,ESS4e04_5,4,4.5,236204,0.5389,0.529017078697514,2.57855837877136,2,1,1,1,4,1,0,0,0,2,60,3,11,1
DE,ESS1-8e01,1.0,12.12.2018,77807,ESS4e04_5,4,4.5,236216,0.5389,0.574090330056963,2.57855837877136,2,0,0,1,5,1,0,5,2,1,49,3,10,1
DE,ESS1-8e01,1.0,12.12.2018,77808,ESS4e04_5,4,4.5,236222,0.5389,0.538246916877078,2.57855837877136,4,1,2,1,5,1,0,5,0,1,68,3,10,6
DE,ESS1-8e01,1.0,12.12.2018,77809,ESS4e04_5,4,4.5,236225,0.5389,0.575393541651484,2.57855837877136,2,1,1,1,5,1,7,7,5,2,59,6,15,1
DE,ESS1-8e01,1.0,12.12.2018,77810,ESS4e04_5,4,4.5,236231,0.5389,0.529017078697514,2.57855837877136,1,1,0,1,5,1,0,0,0,2,72,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,77811,ESS4e04_5,4,4.5,236302,0.5389,1.32258535650016,2.57855837877136,2,5,6,1,5,1,5,6,5,2,79,2,8,6
DE,ESS1-8e01,1.0,12.12.2018,77812,ESS4e04_5,4,4.5,236305,0.5389,0.538246916877078,2.57855837877136,2,2,2,1,5,1,5,6,3,1,72,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,77813,ESS4e04_5,4,4.5,236311,0.5389,0.538246916877078,2.57855837877136,2,1,1,1,0,1,0,0,0,1,67,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,77814,ESS4e04_5,4,4.5,236314,0.5389,0.502863673322328,2.57855837877136,2,0,0,1,5,1,0,10,5,2,40,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,77815,ESS4e04_5,4,4.5,236317,0.5389,0.647032136829776,2.57855837877136,2,5,3,1,5,2,7,8,5,1,34,3,13,4
DE,ESS1-8e01,1.0,12.12.2018,77816,ESS4e04_5,4,4.5,236320,0.5389,0.538246916877078,2.57855837877136,3,0,0,1,88,1,0,88,0,1,65,3,12,6
DE,ESS1-8e01,1.0,12.12.2018,77817,ESS4e04_5,4,4.5,236323,0.5389,0.574090330056963,2.57855837877136,1,2,0,2,5,1,0,5,0,1,38,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,77818,ESS4e04_5,4,4.5,236329,0.5389,0.529017078697514,2.57855837877136,3,2,1,1,5,1,3,4,5,2,78,3,8,6
DE,ESS1-8e01,1.0,12.12.2018,77819,ESS4e04_5,4,4.5,236332,0.5389,0.788229690739094,2.57855837877136,3,5,2,1,10,1,0,0,0,2,32,3,13,9
DE,ESS1-8e01,1.0,12.12.2018,77820,ESS4e04_5,4,4.5,236341,0.5389,0.647032136829776,2.57855837877136,2,5,4,1,6,1,4,5,3,1,23,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,77821,ESS4e04_5,4,4.5,237102,0.5389,0.407140672116318,2.57855837877136,2,5,3,1,5,1,7,9,5,1,33,5,17,1
DE,ESS1-8e01,1.0,12.12.2018,77822,ESS4e04_5,4,4.5,237108,0.5389,0.502863673322328,2.57855837877136,3,4,3,1,5,3,3,8,3,2,46,3,14,5
DE,ESS1-8e01,1.0,12.12.2018,77823,ESS4e04_5,4,4.5,237117,0.5389,0.538246916877078,2.57855837877136,2,8,4,1,2,1,5,8,6,1,59,5,17,1
DE,ESS1-8e01,1.0,12.12.2018,77824,ESS4e04_5,4,4.5,237126,0.5389,0.347172773634522,2.57855837877136,1,6,5,1,7,1,7,4,5,1,64,5,18,6
DE,ESS1-8e01,1.0,12.12.2018,77825,ESS4e04_5,4,4.5,237129,0.5389,0.502863673322328,2.57855837877136,3,4,5,1,4,1,0,6,2,2,52,3,13,3
DE,ESS1-8e01,1.0,12.12.2018,77826,ESS4e04_5,4,4.5,237141,0.5389,0.509987303628917,2.57855837877136,2,3,3,1,4,1,6,8,7,2,39,5,14,8
DE,ESS1-8e01,1.0,12.12.2018,77827,ESS4e04_5,4,4.5,237224,0.5389,0.509987303628917,2.57855837877136,2,8,7,1,4,2,3,6,4,2,49,7,17,1
DE,ESS1-8e01,1.0,12.12.2018,77828,ESS4e04_5,4,4.5,237230,0.5389,0.788229690739094,2.57855837877136,3,1,0,1,7,2,5,1,2,2,32,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,77829,ESS4e04_5,4,4.5,237233,0.5389,0.574090330056963,2.57855837877136,1,1,2,1,6,1,0,0,0,1,35,3,16,1
DE,ESS1-8e01,1.0,12.12.2018,77830,ESS4e04_5,4,4.5,237245,0.5389,0.509987303628917,2.57855837877136,2,5,5,1,5,3,5,5,5,2,54,5,14,8
DE,ESS1-8e01,1.0,12.12.2018,77831,ESS4e04_5,4,4.5,237248,0.5389,0.529017078697514,2.57855837877136,3,5,4,1,5,3,3,5,5,2,71,3,10,6
DE,ESS1-8e01,1.0,12.12.2018,77832,ESS4e04_5,4,4.5,237304,0.5389,0.647032136829776,2.57855837877136,3,4,3,3,4,2,5,7,7,1,18,3,13,2
DE,ESS1-8e01,1.0,12.12.2018,77833,ESS4e04_5,4,4.5,237310,0.5389,0.822998921740627,2.57855837877136,3,3,2,2,3,2,2,7,8,1,18,2,10,2
DE,ESS1-8e01,1.0,12.12.2018,77834,ESS4e04_5,4,4.5,237313,0.5389,0.502863673322328,2.57855837877136,2,8,5,1,5,2,5,6,5,2,52,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,77835,ESS4e04_5,4,4.5,237316,0.5389,0.538246916877078,2.57855837877136,2,5,6,1,5,1,88,6,3,1,76,5,12,6
DE,ESS1-8e01,1.0,12.12.2018,77836,ESS4e04_5,4,4.5,237325,0.5389,0.538246916877078,2.57855837877136,4,0,0,2,88,1,2,88,2,1,68,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,77837,ESS4e04_5,4,4.5,238103,0.5389,0.502863673322328,2.57855837877136,4,2,5,1,5,2,4,5,4,2,50,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,77838,ESS4e04_5,4,4.5,238109,0.5389,0.347172773634522,2.57855837877136,1,7,4,1,7,3,5,1,3,1,59,7,18,1
DE,ESS1-8e01,1.0,12.12.2018,77839,ESS4e04_5,4,4.5,238118,0.5389,0.644633695365455,2.57855837877136,2,7,7,1,5,4,3,7,5,2,29,6,14,1
DE,ESS1-8e01,1.0,12.12.2018,77840,ESS4e04_5,4,4.5,238201,0.5389,0.347172773634522,2.57855837877136,1,2,1,1,3,1,5,6,8,1,65,7,12,6
DE,ESS1-8e01,1.0,12.12.2018,77841,ESS4e04_5,4,4.5,238207,0.5389,0.509987303628917,2.57855837877136,3,5,3,2,4,2,5,8,5,2,48,7,17,5
DE,ESS1-8e01,1.0,12.12.2018,77842,ESS4e04_5,4,4.5,238210,0.5389,0.574090330056963,2.57855837877136,2,5,5,1,5,2,8,8,8,1,40,3,10,1
DE,ESS1-8e01,1.0,12.12.2018,77843,ESS4e04_5,4,4.5,238213,0.5389,0.822998921740627,2.57855837877136,2,4,3,3,7,2,3,4,3,1,19,2,14,2
DE,ESS1-8e01,1.0,12.12.2018,77844,ESS4e04_5,4,4.5,238216,0.5389,0.347172773634522,2.57855837877136,1,8,0,1,5,4,7,4,5,1,77,7,16,6
DE,ESS1-8e01,1.0,12.12.2018,77845,ESS4e04_5,4,4.5,238219,0.5389,0.529017078697514,2.57855837877136,1,5,7,1,3,1,88,10,88,2,58,3,14,8
DE,ESS1-8e01,1.0,12.12.2018,77846,ESS4e04_5,4,4.5,238225,0.5389,0.407140672116318,2.57855837877136,2,8,5,1,5,5,6,5,5,1,27,7,17,1
DE,ESS1-8e01,1.0,12.12.2018,77847,ESS4e04_5,4,4.5,238231,0.5389,0.574090330056963,2.57855837877136,2,3,2,3,5,2,9,9,8,1,42,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,77848,ESS4e04_5,4,4.5,238234,0.5389,0.574090330056963,2.57855837877136,3,3,5,3,4,1,2,6,4,1,54,3,12,3
DE,ESS1-8e01,1.0,12.12.2018,77849,ESS4e04_5,4,4.5,238302,0.5389,0.407140672116318,2.57855837877136,2,8,8,1,4,2,7,9,8,1,29,5,14,1
DE,ESS1-8e01,1.0,12.12.2018,77850,ESS4e04_5,4,4.5,238305,0.5389,0.575393541651484,2.57855837877136,1,4,5,1,5,2,8,9,9,2,88,6,13,6
DE,ESS1-8e01,1.0,12.12.2018,77851,ESS4e04_5,4,4.5,238314,0.5389,0.529017078697514,2.57855837877136,3,0,0,2,3,1,5,5,5,2,55,3,13,5
DE,ESS1-8e01,1.0,12.12.2018,77852,ESS4e04_5,4,4.5,238323,0.5389,0.347172773634522,2.57855837877136,1,6,5,1,5,2,5,5,6,1,87,5,12,6
DE,ESS1-8e01,1.0,12.12.2018,77853,ESS4e04_5,4,4.5,238332,0.5389,0.575393541651484,2.57855837877136,1,5,3,1,4,2,4,5,5,2,67,5,15,6
DE,ESS1-8e01,1.0,12.12.2018,77854,ESS4e04_5,4,4.5,238335,0.5389,0.931592562233019,2.57855837877136,3,7,5,3,4,2,5,6,6,2,18,2,12,2
DE,ESS1-8e01,1.0,12.12.2018,77855,ESS4e04_5,4,4.5,238344,0.5389,0.538246916877078,2.57855837877136,3,2,1,1,5,2,3,3,3,1,70,3,10,6
DE,ESS1-8e01,1.0,12.12.2018,77856,ESS4e04_5,4,4.5,239113,0.5389,0.407140672116318,2.57855837877136,2,7,4,1,5,3,7,6,5,1,31,7,17,1
DE,ESS1-8e01,1.0,12.12.2018,77857,ESS4e04_5,4,4.5,239137,0.5389,0.788229690739094,2.57855837877136,4,0,0,2,4,2,2,5,2,2,25,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,77858,ESS4e04_5,4,4.5,239146,0.5389,0.574090330056963,2.57855837877136,3,4,3,1,2,2,3,7,7,1,52,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,77859,ESS4e04_5,4,4.5,239208,0.5389,0.392045675495376,2.57855837877136,2,7,5,1,4,2,6,2,4,1,48,5,18,1
DE,ESS1-8e01,1.0,12.12.2018,77860,ESS4e04_5,4,4.5,239214,0.5389,0.392045675495376,2.57855837877136,1,5,4,1,5,2,8,8,6,1,45,5,14,1
DE,ESS1-8e01,1.0,12.12.2018,77861,ESS4e04_5,4,4.5,239220,0.5389,0.502863673322328,2.57855837877136,2,4,2,1,5,1,5,10,5,2,42,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,77862,ESS4e04_5,4,4.5,239238,0.5389,0.502863673322328,2.57855837877136,2,3,3,1,7,1,5,6,5,2,46,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,77863,ESS4e04_5,4,4.5,239306,0.5389,0.502863673322328,2.57855837877136,3,5,6,2,5,2,4,7,5,2,46,3,15,1
DE,ESS1-8e01,1.0,12.12.2018,77864,ESS4e04_5,4,4.5,239309,0.5389,0.538246916877078,2.57855837877136,3,2,2,1,7,1,7,7,2,1,55,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,77865,ESS4e04_5,4,4.5,239312,0.5389,1.01879711129775,2.57855837877136,2,5,6,1,4,1,7,7,6,1,70,2,13,6
DE,ESS1-8e01,1.0,12.12.2018,77866,ESS4e04_5,4,4.5,239321,0.5389,0.575393541651484,2.57855837877136,2,6,5,1,3,2,6,6,5,2,57,7,18,1
DE,ESS1-8e01,1.0,12.12.2018,77867,ESS4e04_5,4,4.5,239333,0.5389,0.509987303628917,2.57855837877136,1,3,2,1,1,1,2,8,2,2,48,7,16,1
DE,ESS1-8e01,1.0,12.12.2018,77868,ESS4e04_5,4,4.5,240108,0.5389,0.529017078697514,2.57855837877136,2,2,1,1,1,1,5,5,3,2,60,3,13,3
DE,ESS1-8e01,1.0,12.12.2018,77869,ESS4e04_5,4,4.5,240111,0.5389,0.647032136829776,2.57855837877136,2,4,2,1,3,1,8,8,5,1,30,3,16,1
DE,ESS1-8e01,1.0,12.12.2018,77870,ESS4e04_5,4,4.5,240123,0.5389,0.347172773634522,2.57855837877136,2,6,7,2,5,2,6,3,5,1,68,5,10,6
DE,ESS1-8e01,1.0,12.12.2018,77871,ESS4e04_5,4,4.5,240132,0.5389,0.574090330056963,2.57855837877136,2,6,4,1,4,4,0,0,1,1,37,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,77872,ESS4e04_5,4,4.5,240203,0.5389,0.347172773634522,2.57855837877136,1,5,3,2,5,2,5,8,7,1,68,6,18,6
