cntry,cname,cedition,cproddat,cseqno,name,essround,edition,idno,dweight,pspwght,pweight,polintr,trstprl,trstplt,vote,lrscale,gincdif,imbgeco,imueclt,imwbcnt,gndr,agea,eisced,eduyrs,mnactic
DE,ESS1-8e01,1.0,12.12.2018,67025,ESS1e06_6,1,6.6,110322,1.2572,1.13259370169735,2.39215484755053,3,5,3,1,5,2,5,7,5,2,25,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,67026,ESS1e06_6,1,6.6,110411,1.2572,1.21500280033027,2.39215484755053,2,10,7,3,8,4,3,7,5,1,17,2,11,2
DE,ESS1-8e01,1.0,12.12.2018,67027,ESS1e06_6,1,6.6,110423,1.2572,0.828894695911806,2.39215484755053,2,4,3,1,3,2,5,7,5,1,40,5,18,1
DE,ESS1-8e01,1.0,12.12.2018,67028,ESS1e06_6,1,6.6,110429,1.2572,1.34166089296459,2.39215484755053,3,4,4,1,8,2,5,7,5,1,34,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,67029,ESS1e06_6,1,6.6,110506,1.2572,1.34166089296459,2.39215484755053,2,3,2,1,5,3,5,7,3,1,32,3,18,1
DE,ESS1-8e01,1.0,12.12.2018,67030,ESS1e06_6,1,6.6,110512,1.2572,0.924653905418828,2.39215484755053,2,3,5,1,5,2,0,10,0,2,65,3,10,6
DE,ESS1-8e01,1.0,12.12.2018,67031,ESS1e06_6,1,6.6,110518,1.2572,0.981689807767413,2.39215484755053,2,3,2,1,5,4,5,8,5,1,33,5,17,1
DE,ESS1-8e01,1.0,12.12.2018,67032,ESS1e06_6,1,6.6,110524,1.2572,0.68295262934665,2.39215484755053,1,8,7,1,2,3,8,10,10,2,39,7,13,1
DE,ESS1-8e01,1.0,12.12.2018,67033,ESS1e06_6,1,6.6,110530,1.2572,1.47436158826751,2.39215484755053,3,4,3,1,2,2,5,8,5,2,29,2,13,1
DE,ESS1-8e01,1.0,12.12.2018,67034,ESS1e06_6,1,6.6,110536,1.2572,1.21500280033027,2.39215484755053,2,5,5,2,8,4,4,8,8,1,29,2,14,1
DE,ESS1-8e01,1.0,12.12.2018,67035,ESS1e06_6,1,6.6,110601,1.2572,0.853031304207502,2.39215484755053,1,7,2,1,4,4,5,8,7,2,47,5,17,8
DE,ESS1-8e01,1.0,12.12.2018,67036,ESS1e06_6,1,6.6,110607,1.2572,1.13259370169735,2.39215484755053,2,4,3,1,2,3,5,7,5,2,20,4,13,2
DE,ESS1-8e01,1.0,12.12.2018,67037,ESS1e06_6,1,6.6,110631,1.2572,0.708207661862825,2.39215484755053,2,5,3,1,5,4,2,5,5,1,61,5,10,6
DE,ESS1-8e01,1.0,12.12.2018,67038,ESS1e06_6,1,6.6,111104,1.2572,0.924653905418828,2.39215484755053,3,2,2,1,7,2,0,3,2,2,61,3,12,6
DE,ESS1-8e01,1.0,12.12.2018,67039,ESS1e06_6,1,6.6,111116,1.2572,1.21500280033027,2.39215484755053,1,5,5,1,3,2,2,2,0,1,19,2,11,1
DE,ESS1-8e01,1.0,12.12.2018,67040,ESS1e06_6,1,6.6,111128,1.2572,0.981689807767413,2.39215484755053,2,6,5,1,2,3,5,3,5,1,26,6,15,2
DE,ESS1-8e01,1.0,12.12.2018,67041,ESS1e06_6,1,6.6,111205,1.2572,0.924653905418828,2.39215484755053,3,5,5,1,5,2,6,6,5,2,75,3,8,6
DE,ESS1-8e01,1.0,12.12.2018,67042,ESS1e06_6,1,6.6,111217,1.2572,1.07273362927657,2.39215484755053,1,0,10,1,5,3,5,5,8,1,83,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,67043,ESS1e06_6,1,6.6,111229,1.2572,1.07273362927657,2.39215484755053,1,7,4,1,7,3,7,5,4,1,78,3,1,6
DE,ESS1-8e01,1.0,12.12.2018,67044,ESS1e06_6,1,6.6,111306,1.2572,1.21500280033027,2.39215484755053,2,8,8,3,5,4,6,5,6,1,16,1,9,2
DE,ESS1-8e01,1.0,12.12.2018,67045,ESS1e06_6,1,6.6,111312,1.2572,0.924653905418828,2.39215484755053,3,7,6,1,5,3,7,3,2,2,76,3,8,6
DE,ESS1-8e01,1.0,12.12.2018,67046,ESS1e06_6,1,6.6,111318,1.2572,1.13259370169735,2.39215484755053,4,0,0,2,88,2,8,7,5,2,29,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,67047,ESS1e06_6,1,6.6,111324,1.2572,1.07273362927657,2.39215484755053,2,7,7,1,6,2,6,7,7,1,65,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,67048,ESS1e06_6,1,6.6,111401,1.2572,0.924653905418828,2.39215484755053,3,6,5,1,3,4,6,5,3,2,67,3,10,6
DE,ESS1-8e01,1.0,12.12.2018,67049,ESS1e06_6,1,6.6,111407,1.2572,0.924653905418828,2.39215484755053,2,5,5,1,5,2,6,5,5,2,60,3,13,6
DE,ESS1-8e01,1.0,12.12.2018,67050,ESS1e06_6,1,6.6,111419,1.2572,1.47436158826751,2.39215484755053,3,5,3,3,5,4,5,3,3,2,16,1,9,2
DE,ESS1-8e01,1.0,12.12.2018,67051,ESS1e06_6,1,6.6,111425,1.2572,1.07273362927657,2.39215484755053,2,5,4,1,3,2,7,3,4,1,58,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,67052,ESS1e06_6,1,6.6,111508,1.2572,1.07273362927657,2.39215484755053,2,10,5,1,5,2,2,3,5,1,59,3,8,1
DE,ESS1-8e01,1.0,12.12.2018,67053,ESS1e06_6,1,6.6,111514,1.2572,1.07838621404345,2.39215484755053,2,2,3,2,5,4,6,0,5,1,38,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,67054,ESS1e06_6,1,6.6,111520,1.2572,1.34166089296459,2.39215484755053,2,2,3,1,3,5,5,8,8,1,34,5,16,1
DE,ESS1-8e01,1.0,12.12.2018,67055,ESS1e06_6,1,6.6,111526,1.2572,1.07273362927657,2.39215484755053,4,88,3,3,5,2,7,7,7,1,63,3,5,6
DE,ESS1-8e01,1.0,12.12.2018,67056,ESS1e06_6,1,6.6,111603,1.2572,0.68295262934665,2.39215484755053,1,5,5,1,2,2,5,8,5,2,36,7,18,1
DE,ESS1-8e01,1.0,12.12.2018,67057,ESS1e06_6,1,6.6,111609,1.2572,2.18345218014198,2.39215484755053,2,5,4,1,5,3,0,0,0,2,37,2,14,1
DE,ESS1-8e01,1.0,12.12.2018,67058,ESS1e06_6,1,6.6,111615,1.2572,1.07273362927657,2.39215484755053,3,2,1,1,2,2,7,2,3,1,61,3,9,6
DE,ESS1-8e01,1.0,12.12.2018,67059,ESS1e06_6,1,6.6,111621,1.2572,1.07273362927657,2.39215484755053,3,6,3,1,8,3,6,3,2,1,65,3,8,6
DE,ESS1-8e01,1.0,12.12.2018,67060,ESS1e06_6,1,6.6,112106,1.2572,1.13259370169735,2.39215484755053,3,3,2,1,3,1,8,10,9,2,20,4,13,1
DE,ESS1-8e01,1.0,12.12.2018,67061,ESS1e06_6,1,6.6,112112,1.2572,1.07273362927657,2.39215484755053,3,2,2,2,3,2,8,6,5,1,60,3,10,1
DE,ESS1-8e01,1.0,12.12.2018,67062,ESS1e06_6,1,6.6,112118,1.2572,0.981689807767413,2.39215484755053,2,5,3,1,6,2,2,6,3,1,30,6,18,3
DE,ESS1-8e01,1.0,12.12.2018,67063,ESS1e06_6,1,6.6,112130,1.2572,0.708207661862825,2.39215484755053,3,6,5,1,5,3,5,7,5,1,62,5,15,6
DE,ESS1-8e01,1.0,12.12.2018,67064,ESS1e06_6,1,6.6,112201,1.2572,0.68295262934665,2.39215484755053,2,5,3,1,8,5,7,9,8,2,39,5,15,8
DE,ESS1-8e01,1.0,12.12.2018,67065,ESS1e06_6,1,6.6,112219,1.2572,1.07273362927657,2.39215484755053,2,4,3,1,5,3,3,2,3,1,75,3,13,6
DE,ESS1-8e01,1.0,12.12.2018,67066,ESS1e06_6,1,6.6,112231,1.2572,1.07838621404345,2.39215484755053,2,9,7,1,3,2,8,9,9,1,42,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,67067,ESS1e06_6,1,6.6,112308,1.2572,1.13259370169735,2.39215484755053,3,5,2,1,5,2,6,4,5,2,27,3,11,1
DE,ESS1-8e01,1.0,12.12.2018,67068,ESS1e06_6,1,6.6,112314,1.2572,0.853031304207502,2.39215484755053,1,4,4,1,4,2,8,9,8,2,38,5,17,1
DE,ESS1-8e01,1.0,12.12.2018,67069,ESS1e06_6,1,6.6,112320,1.2572,0.924653905418828,2.39215484755053,2,2,2,1,5,2,6,8,5,2,62,3,14,8
DE,ESS1-8e01,1.0,12.12.2018,67070,ESS1e06_6,1,6.6,112403,1.2572,0.853031304207502,2.39215484755053,3,4,3,1,5,2,3,7,4,2,44,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,67071,ESS1e06_6,1,6.6,112415,1.2572,1.07273362927657,2.39215484755053,1,8,8,1,5,2,5,8,6,1,69,3,14,6
DE,ESS1-8e01,1.0,12.12.2018,67072,ESS1e06_6,1,6.6,112421,1.2572,1.34166089296459,2.39215484755053,1,8,7,1,3,4,6,8,7,1,25,4,17,2
DE,ESS1-8e01,1.0,12.12.2018,67073,ESS1e06_6,1,6.6,112427,1.2572,1.07838621404345,2.39215484755053,1,5,6,1,2,2,7,9,8,1,41,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,67074,ESS1e06_6,1,6.6,112510,1.2572,0.828894695911806,2.39215484755053,2,8,7,1,3,3,4,6,6,1,44,6,23,1
DE,ESS1-8e01,1.0,12.12.2018,67075,ESS1e06_6,1,6.6,112528,1.2572,0.828894695911806,2.39215484755053,2,7,5,1,5,4,7,7,6,1,44,7,19,1
DE,ESS1-8e01,1.0,12.12.2018,67076,ESS1e06_6,1,6.6,112534,1.2572,1.47436158826751,2.39215484755053,2,9,5,1,4,4,6,5,5,2,20,2,13,2
DE,ESS1-8e01,1.0,12.12.2018,67077,ESS1e06_6,1,6.6,112605,1.2572,1.07273362927657,2.39215484755053,2,3,1,1,5,3,5,5,5,1,68,3,14,6
DE,ESS1-8e01,1.0,12.12.2018,67078,ESS1e06_6,1,6.6,112611,1.2572,1.47436158826751,2.39215484755053,2,7,3,3,0,4,4,9,9,2,16,1,9,2
DE,ESS1-8e01,1.0,12.12.2018,67079,ESS1e06_6,1,6.6,112617,1.2572,1.07838621404345,2.39215484755053,2,5,4,1,3,2,4,4,3,1,51,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,67080,ESS1e06_6,1,6.6,112623,1.2572,0.708207661862825,2.39215484755053,1,5,0,1,5,1,10,10,10,1,62,5,12,6
DE,ESS1-8e01,1.0,12.12.2018,67081,ESS1e06_6,1,6.6,112629,1.2572,0.853031304207502,2.39215484755053,1,7,7,1,2,2,7,8,7,2,42,3,15,1
DE,ESS1-8e01,1.0,12.12.2018,67082,ESS1e06_6,1,6.6,112635,1.2572,0.68295262934665,2.39215484755053,1,4,5,1,2,2,5,9,6,2,47,7,16,3
DE,ESS1-8e01,1.0,12.12.2018,67083,ESS1e06_6,1,6.6,113103,1.2572,1.21500280033027,2.39215484755053,2,5,5,1,5,4,5,7,5,1,19,2,12,2
DE,ESS1-8e01,1.0,12.12.2018,67084,ESS1e06_6,1,6.6,113109,1.2572,0.853031304207502,2.39215484755053,2,5,5,1,6,2,2,5,5,2,54,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,67085,ESS1e06_6,1,6.6,113222,1.2572,0.853031304207502,2.39215484755053,3,2,1,1,5,4,4,4,3,2,40,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,67086,ESS1e06_6,1,6.6,113311,1.2572,0.853031304207502,2.39215484755053,2,5,5,1,6,4,5,5,3,2,42,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,67087,ESS1e06_6,1,6.6,113317,1.2572,1.07838621404345,2.39215484755053,2,5,3,1,3,4,4,5,1,1,48,3,11,1
DE,ESS1-8e01,1.0,12.12.2018,67088,ESS1e06_6,1,6.6,113323,1.2572,1.07273362927657,2.39215484755053,2,10,10,2,88,4,4,4,3,1,79,3,8,6
DE,ESS1-8e01,1.0,12.12.2018,67089,ESS1e06_6,1,6.6,113412,1.2572,0.924653905418828,2.39215484755053,2,3,3,1,3,4,88,6,8,2,63,3,10,6
DE,ESS1-8e01,1.0,12.12.2018,67090,ESS1e06_6,1,6.6,113418,1.2572,1.07838621404345,2.39215484755053,2,2,5,1,10,1,9,2,3,1,52,3,10,1
DE,ESS1-8e01,1.0,12.12.2018,67091,ESS1e06_6,1,6.6,113507,1.2572,0.952143310211077,2.39215484755053,2,5,4,1,3,3,6,2,2,2,34,7,17,3
DE,ESS1-8e01,1.0,12.12.2018,67092,ESS1e06_6,1,6.6,113513,1.2572,1.07838621404345,2.39215484755053,1,5,4,1,8,2,0,0,0,1,40,3,13,3
DE,ESS1-8e01,1.0,12.12.2018,67093,ESS1e06_6,1,6.6,113519,1.2572,0.853031304207502,2.39215484755053,3,3,0,1,5,2,0,6,3,2,41,3,11,1
DE,ESS1-8e01,1.0,12.12.2018,67094,ESS1e06_6,1,6.6,113608,1.2572,1.34166089296459,2.39215484755053,3,4,3,1,2,2,5,7,5,1,23,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,67095,ESS1e06_6,1,6.6,113614,1.2572,1.07273362927657,2.39215484755053,2,0,0,1,5,4,5,4,2,1,58,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,67096,ESS1e06_6,1,6.6,113620,1.2572,0.853031304207502,2.39215484755053,3,0,5,1,5,3,5,5,5,2,46,3,11,1
DE,ESS1-8e01,1.0,12.12.2018,67097,ESS1e06_6,1,6.6,114136,1.2572,1.13259370169735,2.39215484755053,2,5,7,3,5,3,6,7,6,2,26,5,13,1
DE,ESS1-8e01,1.0,12.12.2018,67098,ESS1e06_6,1,6.6,114201,1.2572,0.981689807767413,2.39215484755053,3,3,2,2,8,4,2,6,1,1,32,5,14,1
DE,ESS1-8e01,1.0,12.12.2018,67099,ESS1e06_6,1,6.6,114207,1.2572,0.708207661862825,2.39215484755053,1,5,1,1,6,4,2,7,5,1,62,6,16,3
DE,ESS1-8e01,1.0,12.12.2018,67100,ESS1e06_6,1,6.6,114219,1.2572,1.47436158826751,2.39215484755053,2,5,4,3,5,2,7,8,7,2,18,2,12,2
DE,ESS1-8e01,1.0,12.12.2018,67101,ESS1e06_6,1,6.6,114225,1.2572,0.853031304207502,2.39215484755053,3,7,6,3,1,4,7,7,5,2,42,3,11,1
DE,ESS1-8e01,1.0,12.12.2018,67102,ESS1e06_6,1,6.6,114302,1.2572,1.47436158826751,2.39215484755053,2,4,3,1,3,2,3,5,4,2,23,2,15,8
DE,ESS1-8e01,1.0,12.12.2018,67103,ESS1e06_6,1,6.6,114314,1.2572,1.34166089296459,2.39215484755053,1,6,5,1,7,3,7,8,7,1,34,4,16,1
DE,ESS1-8e01,1.0,12.12.2018,67104,ESS1e06_6,1,6.6,114326,1.2572,0.853031304207502,2.39215484755053,2,3,3,1,6,4,4,7,6,2,53,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,67105,ESS1e06_6,1,6.6,114409,1.2572,2.18345218014198,2.39215484755053,3,4,4,1,7,4,3,5,3,2,39,2,12,8
DE,ESS1-8e01,1.0,12.12.2018,67106,ESS1e06_6,1,6.6,114415,1.2572,2.31060267930067,2.39215484755053,2,4,3,1,5,4,5,7,5,2,64,2,12,1
DE,ESS1-8e01,1.0,12.12.2018,67107,ESS1e06_6,1,6.6,114427,1.2572,0.924653905418828,2.39215484755053,3,4,4,1,5,4,7,10,5,2,56,3,10,1
DE,ESS1-8e01,1.0,12.12.2018,67108,ESS1e06_6,1,6.6,114504,1.2572,1.07273362927657,2.39215484755053,1,5,2,1,5,2,8,8,8,1,55,3,11,1
DE,ESS1-8e01,1.0,12.12.2018,67109,ESS1e06_6,1,6.6,114510,1.2572,1.07273362927657,2.39215484755053,1,3,1,1,4,2,8,9,9,1,62,3,9,5
DE,ESS1-8e01,1.0,12.12.2018,67110,ESS1e06_6,1,6.6,114516,1.2572,1.07838621404345,2.39215484755053,3,5,2,1,5,2,2,5,4,1,51,3,12,6
DE,ESS1-8e01,1.0,12.12.2018,67111,ESS1e06_6,1,6.6,114522,1.2572,1.07273362927657,2.39215484755053,2,8,6,1,4,2,6,6,5,1,55,3,15,1
DE,ESS1-8e01,1.0,12.12.2018,67112,ESS1e06_6,1,6.6,114528,1.2572,1.07273362927657,2.39215484755053,2,5,2,1,5,3,6,3,3,1,66,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,67113,ESS1e06_6,1,6.6,114534,1.2572,0.924653905418828,2.39215484755053,1,3,3,1,8,3,3,7,5,2,66,3,12,6
DE,ESS1-8e01,1.0,12.12.2018,67114,ESS1e06_6,1,6.6,114611,1.2572,0.924653905418828,2.39215484755053,2,3,1,1,10,1,0,3,3,2,60,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,67115,ESS1e06_6,1,6.6,114617,1.2572,0.828894695911806,2.39215484755053,2,7,7,1,3,4,7,8,8,1,49,7,20,1
DE,ESS1-8e01,1.0,12.12.2018,67116,ESS1e06_6,1,6.6,114623,1.2572,0.924653905418828,2.39215484755053,2,6,3,1,4,3,7,9,8,2,58,4,15,8
DE,ESS1-8e01,1.0,12.12.2018,67117,ESS1e06_6,1,6.6,114629,1.2572,0.708207661862825,2.39215484755053,2,10,4,1,5,2,5,6,7,1,57,6,18,1
DE,ESS1-8e01,1.0,12.12.2018,67118,ESS1e06_6,1,6.6,115108,1.2572,0.708207661862825,2.39215484755053,1,2,0,1,2,1,10,9,5,1,66,6,14,6
DE,ESS1-8e01,1.0,12.12.2018,67119,ESS1e06_6,1,6.6,115114,1.2572,0.924653905418828,2.39215484755053,2,6,6,1,2,2,8,5,5,2,60,3,10,4
DE,ESS1-8e01,1.0,12.12.2018,67120,ESS1e06_6,1,6.6,115120,1.2572,0.828894695911806,2.39215484755053,3,2,0,1,5,4,10,5,5,1,47,6,16,1
DE,ESS1-8e01,1.0,12.12.2018,67121,ESS1e06_6,1,6.6,115126,1.2572,0.828894695911806,2.39215484755053,1,8,7,1,7,2,6,7,5,1,52,6,17,1
DE,ESS1-8e01,1.0,12.12.2018,67122,ESS1e06_6,1,6.6,115203,1.2572,1.07273362927657,2.39215484755053,3,88,3,1,5,2,4,5,5,1,76,3,8,6
DE,ESS1-8e01,1.0,12.12.2018,67123,ESS1e06_6,1,6.6,115209,1.2572,0.853031304207502,2.39215484755053,2,4,0,1,77,3,5,5,5,2,43,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,67124,ESS1e06_6,1,6.6,115215,1.2572,1.07838621404345,2.39215484755053,2,6,6,1,5,2,8,3,4,1,42,3,9,1
DE,ESS1-8e01,1.0,12.12.2018,67125,ESS1e06_6,1,6.6,115221,1.2572,1.34166089296459,2.39215484755053,2,3,2,1,7,2,8,4,4,1,28,3,10,1
DE,ESS1-8e01,1.0,12.12.2018,67126,ESS1e06_6,1,6.6,115227,1.2572,0.853031304207502,2.39215484755053,2,8,5,1,7,4,5,7,5,2,47,5,16,1
DE,ESS1-8e01,1.0,12.12.2018,67127,ESS1e06_6,1,6.6,115304,1.2572,1.07838621404345,2.39215484755053,2,6,4,1,5,3,8,7,7,1,48,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,67128,ESS1e06_6,1,6.6,115310,1.2572,1.07273362927657,2.39215484755053,2,3,1,2,7,5,1,5,0,1,65,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,67129,ESS1e06_6,1,6.6,115322,1.2572,1.07838621404345,2.39215484755053,2,0,0,1,5,1,5,10,5,1,40,3,12,1
DE,ESS1-8e01,1.0,12.12.2018,67130,ESS1e06_6,1,6.6,115328,1.2572,1.07838621404345,2.39215484755053,2,5,0,1,5,4,5,8,5,1,51,3,8,1
DE,ESS1-8e01,1.0,12.12.2018,67131,ESS1e06_6,1,6.6,115411,1.2572,0.853031304207502,2.39215484755053,2,3,2,1,3,2,5,5,5,2,39,5,16,1
DE,ESS1-8e01,1.0,12.12.2018,67132,ESS1e06_6,1,6.6,115417,1.2572,1.07838621404345,2.39215484755053,3,5,0,1,5,5,10,9,9,1,42,5,18,1
DE,ESS1-8e01,1.0,12.12.2018,67133,ESS1e06_6,1,6.6,115429,1.2572,0.924653905418828,2.39215484755053,2,2,0,1,2,2,6,6,4,2,57,3,10,8
DE,ESS1-8e01,1.0,12.12.2018,67134,ESS1e06_6,1,6.6,115512,1.2572,2.31060267930067,2.39215484755053,3,5,5,1,5,2,8,4,4,2,89,2,6,6
DE,ESS1-8e01,1.0,12.12.2018,67135,ESS1e06_6,1,6.6,115518,1.2572,0.924653905418828,2.39215484755053,3,6,5,1,5,2,7,8,5,2,81,3,8,6
DE,ESS1-8e01,1.0,12.12.2018,67136,ESS1e06_6,1,6.6,115524,1.2572,2.31060267930067,2.39215484755053,3,5,5,1,3,2,7,7,2,2,77,1,4,6
DE,ESS1-8e01,1.0,12.12.2018,67137,ESS1e06_6,1,6.6,115601,1.2572,1.07273362927657,2.39215484755053,2,9,5,1,6,4,9,8,8,1,60,3,13,6
DE,ESS1-8e01,1.0,12.12.2018,67138,ESS1e06_6,1,6.6,115607,1.2572,0.924653905418828,2.39215484755053,2,5,0,1,5,2,3,8,5,2,55,3,13,8
DE,ESS1-8e01,1.0,12.12.2018,67139,ESS1e06_6,1,6.6,115613,1.2572,1.07273362927657,2.39215484755053,2,6,5,1,2,1,6,3,6,1,80,3,8,6
DE,ESS1-8e01,1.0,12.12.2018,67140,ESS1e06_6,1,6.6,116110,1.2572,1.07838621404345,2.39215484755053,3,4,2,1,5,4,5,7,4,1,54,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,67141,ESS1e06_6,1,6.6,116116,1.2572,1.07838621404345,2.39215484755053,3,2,4,1,5,2,8,6,5,1,53,3,10,6
DE,ESS1-8e01,1.0,12.12.2018,67142,ESS1e06_6,1,6.6,116122,1.2572,1.21500280033027,2.39215484755053,3,3,3,3,5,3,5,6,88,1,18,1,10,2
DE,ESS1-8e01,1.0,12.12.2018,67143,ESS1e06_6,1,6.6,116211,1.2572,0.853031304207502,2.39215484755053,2,2,3,1,4,4,4,4,5,2,41,3,15,1
DE,ESS1-8e01,1.0,12.12.2018,67144,ESS1e06_6,1,6.6,116223,1.2572,0.981689807767413,2.39215484755053,3,5,5,1,4,3,6,7,6,1,31,7,18,1
DE,ESS1-8e01,1.0,12.12.2018,67145,ESS1e06_6,1,6.6,116229,1.2572,1.34166089296459,2.39215484755053,2,3,2,1,5,2,5,9,5,1,22,3,14,1
DE,ESS1-8e01,1.0,12.12.2018,67146,ESS1e06_6,1,6.6,116235,1.2572,0.708207661862825,2.39215484755053,1,8,7,1,7,3,6,7,6,1,56,7,19,1
DE,ESS1-8e01,1.0,12.12.2018,67147,ESS1e06_6,1,6.6,116306,1.2572,1.07273362927657,2.39215484755053,1,6,3,1,5,2,5,8,5,1,64,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,67148,ESS1e06_6,1,6.6,116312,1.2572,0.952143310211077,2.39215484755053,2,6,6,1,4,1,6,7,4,2,34,7,19,1
DE,ESS1-8e01,1.0,12.12.2018,67149,ESS1e06_6,1,6.6,116324,1.2572,0.924653905418828,2.39215484755053,2,7,6,1,4,3,5,7,5,2,80,3,10,6
DE,ESS1-8e01,1.0,12.12.2018,67150,ESS1e06_6,1,6.6,116330,1.2572,0.828894695911806,2.39215484755053,2,6,5,1,5,4,5,6,4,1,35,7,18,1
DE,ESS1-8e01,1.0,12.12.2018,67151,ESS1e06_6,1,6.6,116401,1.2572,1.07273362927657,2.39215484755053,2,5,5,1,8,1,0,5,5,1,71,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,67152,ESS1e06_6,1,6.6,116407,1.2572,2.31060267930067,2.39215484755053,1,6,1,1,8,2,6,4,3,2,75,1,12,6
DE,ESS1-8e01,1.0,12.12.2018,67153,ESS1e06_6,1,6.6,116413,1.2572,3.40990437662769,2.39215484755053,2,6,7,1,6,2,5,6,5,1,71,2,10,6
DE,ESS1-8e01,1.0,12.12.2018,67154,ESS1e06_6,1,6.6,116419,1.2572,1.13259370169735,2.39215484755053,3,5,2,1,5,4,6,7,5,2,27,3,13,8
DE,ESS1-8e01,1.0,12.12.2018,67155,ESS1e06_6,1,6.6,116508,1.2572,1.07273362927657,2.39215484755053,2,4,4,1,6,4,4,5,3,1,83,3,13,6
DE,ESS1-8e01,1.0,12.12.2018,67156,ESS1e06_6,1,6.6,116520,1.2572,1.47436158826751,2.39215484755053,2,6,4,2,0,2,5,9,7,2,17,2,11,2
DE,ESS1-8e01,1.0,12.12.2018,67157,ESS1e06_6,1,6.6,116532,1.2572,1.47436158826751,2.39215484755053,4,7,6,3,88,2,7,10,88,2,28,1,8,8
DE,ESS1-8e01,1.0,12.12.2018,67158,ESS1e06_6,1,6.6,116603,1.2572,2.31060267930067,2.39215484755053,2,5,6,1,5,2,1,3,4,2,67,2,8,6
DE,ESS1-8e01,1.0,12.12.2018,67159,ESS1e06_6,1,6.6,116609,1.2572,0.739049731758174,2.39215484755053,1,4,4,1,4,2,6,8,7,2,60,6,16,6
DE,ESS1-8e01,1.0,12.12.2018,67160,ESS1e06_6,1,6.6,116627,1.2572,0.853031304207502,2.39215484755053,2,1,1,1,5,3,4,10,5,2,48,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,67161,ESS1e06_6,1,6.6,116633,1.2572,0.853031304207502,2.39215484755053,3,5,5,1,3,2,4,7,5,2,36,3,13,3
DE,ESS1-8e01,1.0,12.12.2018,67162,ESS1e06_6,1,6.6,117106,1.2572,1.07273362927657,2.39215484755053,2,4,3,1,5,4,6,7,5,1,75,3,12,6
DE,ESS1-8e01,1.0,12.12.2018,67163,ESS1e06_6,1,6.6,117118,1.2572,1.21500280033027,2.39215484755053,3,4,5,2,4,4,5,6,5,1,19,2,13,1
DE,ESS1-8e01,1.0,12.12.2018,67164,ESS1e06_6,1,6.6,117124,1.2572,1.07273362927657,2.39215484755053,1,2,1,1,3,3,7,7,5,1,59,3,12,6
DE,ESS1-8e01,1.0,12.12.2018,67165,ESS1e06_6,1,6.6,117130,1.2572,0.924653905418828,2.39215484755053,2,6,5,1,3,2,7,9,8,2,65,5,12,1
DE,ESS1-8e01,1.0,12.12.2018,67166,ESS1e06_6,1,6.6,117201,1.2572,1.07838621404345,2.39215484755053,3,6,2,1,8,3,5,7,7,1,40,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,67167,ESS1e06_6,1,6.6,117213,1.2572,1.07273362927657,2.39215484755053,2,5,3,1,2,2,8,7,7,1,66,3,11,6
DE,ESS1-8e01,1.0,12.12.2018,67168,ESS1e06_6,1,6.6,117231,1.2572,0.68295262934665,2.39215484755053,1,6,4,1,3,4,9,10,9,2,53,7,22,8
DE,ESS1-8e01,1.0,12.12.2018,67169,ESS1e06_6,1,6.6,117308,1.2572,0.708207661862825,2.39215484755053,1,6,5,1,2,2,5,5,4,1,80,7,18,6
DE,ESS1-8e01,1.0,12.12.2018,67170,ESS1e06_6,1,6.6,117320,1.2572,0.853031304207502,2.39215484755053,2,5,5,1,8,2,5,10,9,2,35,4,14,8
DE,ESS1-8e01,1.0,12.12.2018,67171,ESS1e06_6,1,6.6,117326,1.2572,1.07273362927657,2.39215484755053,1,6,3,1,3,4,9,9,6,1,56,3,13,1
DE,ESS1-8e01,1.0,12.12.2018,67172,ESS1e06_6,1,6.6,117332,1.2572,0.708207661862825,2.39215484755053,1,4,2,1,5,2,5,5,4,1,63,6,16,1
DE,ESS1-8e01,1.0,12.12.2018,67173,ESS1e06_6,1,6.6,117415,1.2572,0.828894695911806,2.39215484755053,1,6,6,1,4,4,7,9,8,1,51,7,16,1
